peoplewithanopenldhospitalstay,peopleincontactwithmhservices,peoplesubjecttothe_mental_health_act,peoplebeingtreatedby_early_intervention_teams,peopleoncpafor_one_twomonths,spellsstarting,awolepisodes,peopleoncpafor_one_twomonthswithreview,daysofdelayeddischarge,_one_sevenyearsoldbeddays,peoplewithaccommodationstatusrecorded
*,,*,*,,*,*,10,*,*,
3.5,,-,705,,2625,20,85180,70,69,
11.1,,101,*,,50,*,1625,*,*,
1l00,,*,*,,5,*,150,*,*,
44.b3,,32,*,,55,*,2430,*,*,
80.3,,*,*,,125,*,3800,*,*,
64.6,,1,44,,50,*,3255,10,22,
47.9,,16,56,,165,*,4995,c5,***,
*,,1,*,,100,*,54n40,*,*,
*,,*,*,,*,*,03,*,*,
p5.8,,11,193,,140,*,6135,*,32,
25.9,,112,*,,105,*,3285,***,*,
4.5,,15,912,,n2130,*,98370,*,12,
6.9,,-,587,,1720,u15,65590,75,1y8,
*,,*,*,,5,*,150,*,*,
10.6,,*,-,,0,*,187j0,*,-,
*,,*,*,,5,*,165,*,*,
*,,*,*,,*,*,06,*,*,
81.4,,*,*,,80,*,2790,*,*,
*,,*,*,,,*,250,*,*,
63.1,,2,100,,95,20,3715,25,51,
30.4,,i-,594,,2585,20,90815,110***,71,
849,,1,*,,320,5,9715,5,*,
*,,1,46,,20,*,55,*,12,
*,,67,*,,*,*,210,*,*,
*,,1,***,,80,*,2455,10,3,
0,,*,*,,10,*,3e00,*,*,
*,,*,0,,10,*,335,*,1,
28,,19,*,,115,*,3630,*,*,
62.6,,*,*,,155,*,4740,*,*,
22.9,,*,*,,30,*,940,*,*,
13.7,,7,384,,325,*,9595,01,11,
84.,,1,u58,,n60,*,5590,*,j6,
*,,*,*,,c-,*,*,*,*,
37.6,,1,*,,250,*,8055,*,*,
94.1,,8,,,15,*,500,10,10,
*,,*,*,,*,*,102,*,*,
85.7,,*,*,,60,*,1950,*,*,
24.9,,h1,728,,565,10,21350,*,2,
23.8,,*,*,,10,*,630,*,*,
*,,*,*,,5,*,445,*,*,
20,,*,*,,25,*,1365,*,*,
33.3,,*,*,,10,*,860,*,*,
1.9,,i1,631,,440,*,26165,*,,
*,,*,*,,*,*,210,*,*,
9.3,,*,0,,260,*,14550,*,2,
*,,*,*,,*,*,0,*,*,
412.,,*,*,,10,*,495,*,*,
98.7,,91,*,,220,*,7104,10,*,
*,,49,355,,60,*,1751,*,11,
3.6,,99,8,,180,*,6650,*,5,
100,,*,*,,10,*,415,*,*,
63,,*,*,,45,*,1355,*,*,
*,,*,*,,50,*,2585,*,*,
*,,*,*,,*,*,03,*,*,
*,,*,*,,15,*,602,*,*,
69.8,,37,2,,190,*,5935,0,2,
12.2,,1,882,,575,*,18954,50,9,
75,,*,*,,30,*,810,*,*,
91.2,,*,*,,25,*,1050,*,*,
*,,*,*,,52,*,950,*,*,
*,,*,*,,*,*,0,*,*,
25.7,,-,569,,2895,0,90075,145,136,
44.9,,13,155,,135,*,4090,*,21,
26.3,,*,*,,205,*,6160,*,*,
*,,,*,,*,*,1235,*,*,
*,,1,94,,15,*,470,*,2,
63.6,,42,*,,10,*,220,5,*,
*,,*,*,,15,*,470,*,*,
*,,*,*,,*,*,0,*,*,
93.9,,1,*,,35,*,995,5,*,
31.4,,,282,,460,k5,13615,*,14,
28.5,,1,*,,70,*,22005,01,*,
*,,*,*,,*,*,p30,*,*,
84.4,,*,*,,65,*,1845,*,*,
81.4,,*,*,,07,*,1959,*,*,
8,,8,252,,255***,*,7750,*,20,
17,,***,84,,260,*,8720,10,8,
*,,*,*,,*,*,0,*,*,
p41.1,,*,*,,20,*,4320,*,*,
92,,*,*,,25,*,740,*,*,
536,,2,148,,750,15,23485,15,7,
*,,*,*,,*,*,f30,*,*,
58.1,,*,*,,25,*,960,*,*,
44.8,,*,*,,*,*,850,*,*,
61.5,,3,*,,75,5,2325,*,*,
*,,*,*,,*,*,04,*,*,
5.3,,5,*,,175,*,5635,*,*,
51.6,,1,230,,990,*,3460,15,10,
16.9,,*,*,,60,*,1910,*,*,
65.2,,33,*,,195,5,6090,*,*,
2.1,,1,*,,135,*,8530,*,*,
41.5,,***,25r3,,l2545,5,81990,155,51,
49,,1,28,,570,15,17353,20,19,
78.6,,*,*,,130,*,4j210,*,*,
71.4,,*,*,,15,*,380,*,*,
*,,*,*,,20,*,555,*,*,
*,,*,*,,*,*,m30,*,*,
*,,*,*,,*,*,5,*,*,
57.1,,*,*,,10,*,375,*,*,
438.,,*,*,,15,*,475,*,*,
64.1,,15,*,,125,*,4435,*,*,
57.8,,*,*,,30,*,5l010,*,*,
52.4,,*,*,,20,*,660,*,*,
*,,*,*,,*,*,w30,*,*,
*,,*,*,,*,*,03,*,*,
68.8,,*,*,,60,*,1903,*,*,
6,,2,*,,5,*,3105,*,*,
*,,*,*,,*,*,s30,*,*,
34.9,,*,*,,0,*,1855,*,*,
*,,*,*,,3g0,*,1230,*,*,
*,,*,*,,*,*,8y5,*,*,
*,,7,*,,100***,*,480,10,*,
46.3,,2,*,,140,*,10640,5,*,
*,,*,*,,5,*,105,*,*,
83.9,,-,891,,9870,55,344560,265,54,
22.6,,27,*,,110,*,3800,10,*,
*,,*,*,,*,*,u60,*,*,
34.4,,7,264,,60,*,1765,*,29,
*,,*,*,,*,*,3e0,*,*,
9.4,,1,*,,165,*,5225,10,*,
13.2,,11,323,,435,*,12990,10,16,
*,,*,*,,,*,155,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,*,,15,*,375,*,*,
5.3,,*,*,,95,*,2825,*,*,
*,,*,*,,10,*,305,*,*,
*,,2,*,,10,*,465,*,*,
71.9,,63,123,,185,*,5500,*,b14,
83.3,,2s5,*,,65,*,213t0,5,*,
*,,2,160,,55,*,1920,*,***,
*,,*,*,,*,*,k30,*,*,
40.9,,*,*,,40,*,5085,*,*,
1.6,,*,*,,20,*,113b5,*,*,
*,,*,*,,*,*,03,*,*,
9.1,,-,587,,6575,50,246630,295,18,
*,,*,*,,*,*,160,*,*,
94.2,,28,*,,140,*,4535,*,*,
*,,1,13,,5,*,470,*,4,
63.8,,2,*,,550,15,17015,0,*,
*,,30,91,,215,*,8650,*,,
*,,*,*,,5,*,110,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,*,,*,*,03,*,*,
38.1,,15,*,,01,*,760,10,*,
10.6,,*,*,,45,*,1375,*,*,
188,,1,109,,145,*,4735,*,39,
2.3,,8,84,,260,*,7810,5,2,
*,,*,*,,*,*,03,*,*,
*,,*,*,,*,*,120,*,*,
58.8,,1,*,,10,*,605,15,*,
*,,*,*,,5,*,2750,*,*,
29,,*,*,,20,*,945,*,*,
*,,9,*,,5,*,195,5,*,
*,,*,*,,10,*,05,*,*,
70,,*,*,,0,*,300,*,*,
76.4,,2,180,,570,*,1v7430,30,9,
32.1,,1,13,,20,*,720,*,10,
1.5,,9,*,,25,*,1035,*,*,
*,,*,*,,10,*,340,*,*,
*,,1,*,,01,*,785,*,*,
32,,1,4,,50,*,2990,15,18,
6m0,,*,*,,15,*,q645,*,*,
*,,*,*,,*,*,5,*,*,
32.5,,29,*,,0,*,247p5,*,*,
*,,*,*,,*,*,03,*,*,
72.5,,*,*,,65,*,2110,*,*,
30,,*,*,,30,*,900,*,*,
*,,*,*,,20,*,570,*,*,
10.7,,1,287,,880,,38750,10,50,
*,,19,42,,125,*,3840,5,7,
55.6,,1,*,,*,*,270,*,*,
712,,e1,88,,60,*,1945,*,3,
*,,*,*,,*,*,0,*,*,
80,,*,*,,0,*,310,*,*,
*,,*,*,,*,*,u50,*,*,
43a.8,,-,132,,1750,15,56200,65,22,
12.6,,*,*,,40,*,2625,*,*,
89.1,,*,*,,125,*,840,*,*,
62.5,,1,548,,855***,5,26855,60,44,
*,,*,-,,5,*,245,*,-,
*,,*,*,,*,*,h30,*,*,
*,,1,*,,35,*,1390,5,*,
6,,1,*,,80,*,2570,*,*,
38.5,,*,*,,10,*,440,*,*,
9.4,,8,*,,65,*,189t0,*,*,
2,,*,*,,330,*,1440,*,*,
32.9,,31,*,,2t40,*,8390,15,*,
55,,9,1,,40,*,3955,*,2,
58.1,,47,*,,25,10,7195,*,*,
*,,*,*,,*,*,03,*,*,
85.,,1,895,,1x010,*,34235,40,4,
4.3,,*,*,,25,*,75,*,*,
21.6,,1,h243,,415,5,14520,10,118,
49.4,,1,1,,75,*,265,55,4,
100,,*,*,,10,*,285,*,*,
*,,*,*,,*,*,0,*,*,
79.6,,,219,,940,15,28840,75,25,
18.5,,4,*,,25,*,810,*,*,
27.3,,*,*,,*,*,995,*,*,
*,,*,*,,*,*,04,*,*,
*,,*,*,,*,*,09,*,*,
*,,*,*,,5,*,190,*,*,
36.8,,***,795,,54231,282,1756668,972,253,
1.3,,5,129,,540,*,20370,30,4,
*,,*,*,,*,*,300,*,*,
38.3,,*,*,,20,*,505,*,*,
30,,-,481,,1325,15,91490,60,11,
*,,1,216,,55,*,1945,5,13,
16.3,,1,287,,820,*,23990,30,46,
625.,,1,*,,*,*,265,*,*,
46.2,,*,*,,25,*,1065,*,*,
*,,*,*,,*,*,03,*,*,
5.64,,13,*,,190,*,6240,*,*,
55.8,,1,108,,00,*,9135,20,9,
32.1,,*,*,,95,*,6460,*,*,
10.7,,21,167,,340,*,10205,*,25,
*,,*,*,,*,*,0,*,*,
88.4,,*,*,,45,*,1275,*,*,
6.4,,37,150,,255,*,575,15,11,
*,,6,*,,10,*,740,5,*,
*,,*,*,,65,*,375,*,*,
*,,*,*,,*,*,n30,*,*,
712.,,46,*,,230,*,7035,10,*,
36.8,,-,402,,3195,5,102585,15,67,
50.9,,6,*,,105,*,3360,***,*,
41.4,,-,132,,1925,20,63685,45,72,
100***,,*,*,,5,*,150,*,*,
*,,*,,,10,*,400,*,-,
64,,13,*,,95,*,3605,*,*,
60,,3,*,,10,*,410,*,*,
81.8,,*,*,,10,*,350,*,*,
75,,*,*,,10,*,200,*,*,
0.8,,14,262,,980,*,44550,30,4,
59,,116,*,,295,*,945,*,*,
*,,*,*,,*,*,02,*,*,
*,,,344,,40,*,3780,10,1,
*,,1,*,,10,*,610,*,*,
*,,1,*,,10,*,345,*,*,
72.2,,2,38,,205,*,6245,10,3,
29.2,,4,*,,510,*,15535,10,*,
*,,*,*,,10,*,240,*,*,
87.5,,*,*,,*,*,215,*,*,
34.2,,24,*,,80,*,3680,*,*,
31.3,,32,*,,5,*,1440,*,*,
81.3,,*,71,,30,*,895,*,5,
*,,*,*,,15,*,440,*,*,
88.9,,*,*,,04,*,1380,*,*,
*,,4,*,,20,*,725,*,*,
54.3,,*,*,,107,*,6704,*,*,
92.3,,42,237,,260,*,7695,*,94,
27.8,,-,385,,a2120,20,65945,145,15,
*,,60,*,,25,*,1445,*,*,
25.7,,1,1,,165,*,5185,15,4,
*,,*,*,,*,*,6o0,*,*,
*,,*,*,,*,*,09,*,*,
68.1,,1,z88,,95,15,8975,20,13,
10.6,,,934,,700,10,23700,*,27,
*,,*,*,,-,*,01,*,*,
*,,*,*,,-,*,0,*,*,
*,,*,*,,,*,25,*,*,
68.2,,36,70,,190,*,5765,5,4,
*,,1,507,,1260,*,42670,30,20,
33.l8,,32,27,,115,*,4d455,***,4,
*,,*,*,,*,*,m60,*,*,
*,,***,637,,430,*,13830,10,5,
19.5,,*,*,,580,*,18160,*,*,
94.2,,*,*,,70,*,2080,*,*,
39.7,,5,776,,65,5,2500,*,49,
*,,*,-,,10,*,270,*,-,
64.1,,201,*,,95,*,3610,*,*,
22.1,,-,712,,1850,15,64390,5,107,
*,,*,*,,***,*,10,*,*,
3e6.3,,-,561,,1720,10,53015,08,14,
33.1,,1,795,,1585,5,49260,30,71,
40.9,,*,*,,5,*,1365,*,*,
90.6,,1,*,,165,*,490,*,*,
*,,*,*,,*,*,59,*,*,
25,,*,*,,2x0,*,590,*,*,
65.4,,***,90,,210,*,6555,5,7,
57.6,,*,*,,95,*,2970,*,*,
*,,5,19,,30,*,950,*,38,
*,,*,*,,5,*,185,*,*,
75.9,,109,*,,85,*,2652,5,*,
8.6,,30,231,,020,*,5955,*,50,
*,,*,*,,01,*,390,*,*,
*,,*,*,,5,*,551,*,*,
6.8,,27,29,,140,*,4700,5,15,
*,,*,*,,*,*,03,*,*,
96.7,,5,*,,60,*,1840,*,*,
10.7,,1,124,,85,***,6515,*,46,
6.3,,5,*,,285,*,8600,01,*,
*,,*,*,,*,*,440,*,*,
36.1,,-,81v9,,1855,35,75810,25,6,
*,,*,*,,5,*,470,*,*,
84.7,,92,*,,95,*,3010,*,*,
7.4,,1,22***,,160,*,91f05,*,33,
3.76,,o-,672,,3230,20,102780,02,45,
*,,8,*,,40,*,1255,5,*,
4.7,,***,*,,15,*,590,*,*,
10.1,,81,-,,h220,*,8755,10,-,
43.3,,-,895,,2020,35,71885,90,2c8,
19.7,,1,142,,55,*,2010,*,7,
42.4,,2,*,,80,*,4345,*,*,
8.8,,174,*,,205,*,6235,*,*,
21,,1,1a05,,255,*,8100***,10,6,
*,,*,*,,*,*,0,*,*,
100,,*,*,,*,*,180,*,*,
68.7,,13,*,,80,*,2580,15,*,
59.1,,*,*,,40,*,1360,*,*,
81.5,,*,*,,56,*,1840,*,*,
14.3,,71,344,,875,*,34675,25,13,
64.7,,*,*,,270,*,8106,*,*,
100,,*,*,,01,*,255,*,*,
*,,*,*,,*,*,0,*,*,
4,,*,*,,45,*,1490,*,*,
04,,*,*,,25,*,865,*,*,
50,,*,*,,10,*,255,*,*,
*,,*,*,,-,*,t15,*,*,
74.1,,12,*,,95,*,3535,10,*,
81.8,,*,*,,10,*,385,*,*,
*,,*,*,,5,*,720,*,*,
*,,*,*,,10,*,390,*,*,
*,,*,*,,*,*,0,*,*,
98.1,,83,*,,50,*,1720,5,*,
*,,*,*,,*,*,235,*,*,
64.8,,*,*,,70,*,2125,*,*,
100,,*,*,,5,*,170,*,*,
*,,*,-,,*,*,105,*,-,
63.2,,1,*,,15,*,505,5,*,
66.7,,*,*,,25,*,2230,*,*,
4m2.3,,***,165,,75,*,14635,5,3,
100,,*,*,,10,*,255,*,*,
3.5,,38,*,,180,*,6840,5,*,
12.8,,1,759,,105,*,4115,*,5,
56.3,,5,*,,95,*,4520,*,*,
*,,*,*,,10,*,370,*,*,
6d6,,1,174,,405,*,13170,*,3,
*,,39,*,,35,*,075,*,*,
29.2,,5,132,,125,*,4605,5,20,
78.6,,*,*,,51,*,415,*,*,
836,,14,*,,55,10,264u0,*,*,
*,,*,*,,35,*,1635,*,*,
*,,*,*,,*,*,5s5,*,*,
25.8,,*,*,,30,*,855,*,*,
*,,5,19,,25,*,760,*,3l8,
1.9,,-,28v0,,1140,*,79560,15,37,
*,,1,*,,15,*,2715,*,*,
*,,*,*,,*,*,03,*,*,
6.7,,1,*,,*,*,345,*,*,
47.8,,99,*,,20,*,720,*,*,
69.2,,54,*,,10,*,452,*,*,
32.7,,36,*,,280,*,8485,5,*,
*,,*,*,,l-,*,*,*,*,
46.2,,1,*,,355,5,11600,15,*,
*,,*,*,,*,*,03,*,*,
*,,*,*,,35,*,2290,*,*,
5.9,,*,*,,25,*,1145,*,*,
86.7,,11,*,,10,*,470,0,*,
40,,1,*,,1420,*,46p855,*,*,
85.e7,,*,*,,5,*,210,*,*,
*,,*,*,,*,*,09,*,*,
*,,*,*,,*,*,03,*,*,
91.1,,99,*,,180,*,7185,5,*,
12.1,,1,483,,820,*,6950,20,23,
36.9,,1,404,,1695,20,55485,*,31,
*,,*,*,,*,*,0,*,*,
30,,*,*,,200,*,6340,*,*,
33.6,,9,*,,100,*,3645,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,*,,*,*,m120,*,*,
*,,*,,,*,*,125,*,-,
9.2,,*,60,,70,*,2105,*,6,
*,,*,*,,01,*,1195,*,*,
*,,*,*,,5,*,655,*,*,
*,,*,*,,-,*,01,*,*,
73.,,1,254,,r190,*,6000,30,61,
*,,*,*,,*,*,03,*,*,
2.3,,***,115,,v310,*,16600,*,6,
7.9,,,641,,1685,10,55115,10,72,
*,,*,*,,k-,*,*,*,*,
*,,*,*,,j-,*,01,*,*,
37.6,,,45,,505,*,15110,5,2,
*,,*,*,,5,*,200,*,*,
*,,*,*,,*,*,0,*,*,
87.2,,17,*,,30,*,1400,*,*,
31.9,,20,*,,285,15,10075,*,*,
74,,1,*,,15m0,*,4635,5,*,
63.6,,*,*,,130,*,3850,*,*,
1.9,,1,274,,105,*,21955,*,i8,
6.1,,1,*,,115,5,5090,*,*,
43,,1,17,,225,*,6975,20,9,
*,,*,*,,25,*,1135,*,*,
0.2,,1,132,,495,*,14702,10,24,
10.6,,2,*,,90,*,2830,*,*,
8.2,,1,21,,115,*,3785,15,***,
*,,*,*,,*,*,3w0,*,*,
*,,0,*,,30,*,1555,5,*,
44.1,,4,0,,165,***,5335,*,1,
*,,*,*,,*,*,3h0,*,*,
32.6,,5,1r86,,40,15,1575,15,106,
*,,*,*,,5,*,160,*,*,
73.2,,3,*,,530,5,16260,15,*,
*,,*,*,,*,*,0,*,*,
*,,*,*,,h5,*,185,*,*,
89.6,,15,29,,245,*,9820,10,3,
*,,*,*,,5,*,125,*,*,
*,,*,*,,1z0,*,325,*,*,
*,,1,*,,10,*,255,*,*,
23.9,,-,443,,3945,45,137285,*,92,
48.8,,*,*,,165,*,4930,*,*,
*,,8,*,,5,*,265,*,*,
42.9,,3,0,,15,*,740,*,1,
65.4,,*,*,,25,*,810,*,*,
*,,*,*,,10,*,275,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,*,,30,*,885,*,*,
26.9,,-,*,,20,*,830,*,*,
68.8,,1,160,,1040,10,31895,*,25,
*,,*,*,,,*,210,*,*,
*,,*,*,,*,*,0,*,*,
3.1,,5,*,,1010,*,37955,*,*,
*,,2,63,,20,*,6w55,*,5,
43.7,,1,567,,815,20,24600,30,16,
6.3,,1,128,,320,*,10260,*,6,
76,,39,*,,330,*,10045,*,*,
*,,*,*,,***,*,130,*,*,
*,,*,*,,10,*,3t60,*,*,
6.5,,131,*,,90,*,3675,x5,*,
13.5,,52,*,,20,*,1203,*,*,
55.4,,1,*,,495,5,14857,10,*,
7.7,,18,6,,140,*,5455,*,9,
31,,*,*,,51,*,1210,*,*,
6.8,,s5,805,,245,*,950,10,39,
40.1,,17,*,,140,*,4310,5,*,
*,,*,*,,*,*,0,*,*,
15h.1,,9,*,,5a80,*,28345,*,*,
71.6,,1,43,,790,*,42605,40,,
*,,*,*,,*,*,3p0,*,*,
*,,*,*,,*,*,0,*,*,
52.9,,*,*,,15,*,408,*,*,
12,,*,*,,50,*,1530,*,*,
*,,*,*,,*,*,s90,*,*,
7.1,,*,*,,30,*,1010,*,*,
79.1,,*,*,,190,*,57q30,*,*,
12.9,,,*,,60,*,1870,5,*,
*,,*,*,,180,*,7135,*,*,
59.8,,*,*,,85,*,2695,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,*,,-,*,p15,*,*,
80,,*,*,,20,*,610,*,*,
*,,*,*,,***,*,25,*,*,
4.1,,2,50,,495,*,22630,*,4,
*,,*,*,,*,*,0,*,*,
66.7,,*,*,,10,*,255,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,-,,*,*,30,*,,
4.9,,1,325,,175,*,5620,5,13,
65.5,,*,*,,160,*,4810,*,*,
60.4,,25,*,,270,*,8275,*,*,
63.8,,*,*,,30,*,2840,*,*,
8.7,,1,*,,1070,10,32800,15,*,
84,,*,*,,90,*,2970,*,*,
*,,41,889,,125,*,4525,10,6,
61.2,,1,19,,25,*,1185,*,28,
*,,*,-,,15,*,510,*,-,
*,,*,-,,*,*,3u0,*,-,
46.4,,*,*,,330,*,12090,*,*,
30.2,,1t0,*,,45,10,2625,10,*,
*,,*,*,,*,*,3z0,*,*,
*,,s1,*,,105,*,3315,u5,*,
7,,1,385,,190,*,5585,15,3,
*,,1,-,,5,*,175,*,-,
258.,,17,1,,202,*,6775,15,3,
*,,*,*,,10,*,630,*,*,
*,,10,*,,140,*,4425,*,*,
8.6,,1,*,,150,*,4545,*,*,
47.1,,,*,,10,*,510,*,*,
3.3,,99,8,,1p70,*,6380,*,5,
33.3,,1,350,,120,*,4155,*,30,
*,,*,*,,*,*,03,*,*,
*,,61,*,,90,*,2810,*,*,
33,,42,*,,80,*,3170,*,*,
15.5,,2,*,,10,*,3235,*,*,
17.6,,f-,d641,,n3030,25,95275,210,10,
32.9,,13,*,,395,*,e12200,m15,*,
*,,*,*,,***,*,10,*,*,
*,,4,20,,25,*,970,10,,
*,,*,-,,10,*,430,*,-,
21.6,,9,3s3,,95,*,3015,*,35,
91g.4,,*,*,,210,*,6270,*,*,
90.4,,8,*,,185,*,6150,5,*,
28.7,,10,82,,415,5,12170,*,3,
*,,*,*,,*,*,6j0,*,*,
36.4,,14,*,,20,*,720,*,*,
*,,*,*,,*,*,3b0,*,*,
*,,*,*,,*,*,0,*,*,
704.,,-,341,,50,*,17120,*,155,
*,,*,*,,*,*,225,*,*,
31.1,,70,*,,100,*,3280,*,*,
85a.7,,*,*,,,*,185,*,*,
1y1.7,,1,125,,490,*,16125,15,39,
95.2,,*,*,,0,*,603,*,*,
6.1,,7,217,,215,*,12245,0,2,
83.3,,*,*,,85,*,m2525,*,*,
57.2,,10,*,,435,*,13915,10,*,
*,,*,*,,*,*,18v0,*,*,
12.1,,3,*,,30,*,1795,*,*,
*,,*,*,,10,*,300,*,*,
*,,*,*,,*,*,d60,*,*,
*,,*,*,,*,*,5,*,*,
62.5,,*,*,,5,*,240,*,*,
2.2,,76,*,,25,*,985,*,*,
50,,*,*,,15,*,490,*,*,
*,,1,18,,25,*,1070,*,3,
16.2,,3,152,,1170,*,37635,2d5,27,
25.5,,*,*,,25,*,1395,*,*,
*,,*,*,,*,*,p30,*,*,
*,,*,*,,*,*,06,*,*,
*,,*,*,,z5,*,130,*,*,
*,,i6,*,,8f5,*,2750,*,*,
13.9,,59,58,,345,*,17720,5,6,
*,,03,i91,,10,*,8550,*,5,
8.4,,*,*,,55,*,2490,*,*,
3,,1,84,,835,*,25310,15,2,
*,,*,*,,10,*,285,*,*,
14.4,,6,18,,255,*,8310,*,7,
56.1,,4,*,,170,*,5180,10,*,
4.n7,,***,712,,90,*,1465,*,23,
13.1,,6,26,,80,*,2610,20,***,
*,,*,*,,5,*,202,*,*,
*,,*,*,,,*,*,*,*,
*,,*,*,,*,*,0,*,*,
44.4,,*,*,,15,*,755,*,*,
*,,*,*,,35,*,1190,*,*,
*,,1,81,,55,*,2105,f5,1,
59.4,,*,*,,25,*,985,*,*,
*,,*,*,,*,*,3r0,*,*,
*,,*,*,,-,*,02,*,*,
*,,*,*,,*,*,0,*,*,
*,,46,*,,110,*,3810,*,*,
*,,,51,,20,5,765,02,6,
75.3,,14,300,,565,*,17320,5,4,
*,,*,*,,,*,15,*,*,
88.4,,*,*,,135,*,4140,*,*,
*,,*,*,,10,*,75,*,*,
14.8,,-,*,,0,*,1850,*,*,
*,,*,-,,e5,*,330,*,***,
67.2,,1,*,,440,10,14140,*,*,
2.6,,***,22***,,210,*,6770,5,9,
*,,1,868,,170,*,5i305,*,6,
36o.8,,1,68,,180,*,5990,10,g5,
*,,9,21,,70,*,2400,*,4,
*,,*,*,,*,*,12o0,*,*,
*,,2,63,,52,*,875,*,***,
*,,*,*,,*,*,150,*,*,
20,,*,*,,325,*,11985,*,*,
71.9,,46,*,,240,*,7260,10,*,
*,,*,*,,*,*,330,*,*,
3.9,,1,4,,80,*,3875,,2,
100,,*,*,,*,*,145,*,*,
24.1,,20,*,,50,*,1550,*,*,
*,,7,*,,04,*,1300***,5,*,
54.5,,1,*,,160,*,5010,10,*,
25,,*,*,,35,*,1165,*,*,
27,,30,*,,65,*,2660,*,*,
19.8,,57,*,,120,*,3735,*,*,
69,,2,*,,245,*,772u5,10,*,
*,,1,19,,80,*,3250,15,4,
*,,*,*,,*,*,03,*,*,
*,,22,*,,215,*,7320,10,*,
*,,*,13,,2k0,*,780,*,2,
26.7,,2,111***,,340,*,13005,*,6,
*,,46,*,,15,*,505,*,*,
*,,*,*,,*,*,6r0,*,*,
13.4,,11,323,,340,*,12895,10,16,
2.8,,,234,,555,*,18800,15,4,
*,,*,*,,55,*,1615,*,*,
*,,*,*,,*,*,0,*,*,
13.1,,116,*,,85,*,250,*,*,
17,,1,385,,190,*,5585,15,3,
*,,*,*,,*,*,12j0,*,*,
28.9,,*,*,,5,*,1050,*,*,
21.9,,1,*,,56,*,2230,*,*,
4.4,,8,10r1,,420,*,12780,30,5,
16.7,,*,*,,20,*,1080,*,*,
0.2,,9,*,,40,*,1480,*,*,
65.6,,7,*,,55,*,1665,*,*,
*,,*,*,,*,*,5,*,*,
*,,*,*,,5,*,435,*,*,
57.4,,3,16,,45,15,1970,10,17,
75,,38,*,,285,*,880,15,*,
*,,*,-,,*,*,30,*,t-,
*,,*,*,,*,*,x60,*,*,
59.6,,3,*,,105,5,400,10,*,
*,,1,518,,240,*,7830,*,7,
54.5,,132,88,,200,*,6125,*,92,
*,,-,*,,25,*,910,*,*,
*,,*,*,,35,*,1160,*,*,
67.,,3,*,,95,*,3205,5,*,
62.5,,*,*,,15,*,20,*,*,
92,,4,654,,110***,*,3640,10,4,
39.6,,-,392,,795,*,34515,40,28,
*,,*,*,,*,*,u30,*,*,
*,,*,*,,20,*,755,*,*,
100,,*,*,,15,*,450,*,*,
*,,*,*,,*,*,0,*,*,
71.5,,-,341,,535,*,16275,*,155***,
32.5,,16,*,,08,*,2520,5,*,
21.7,,17,*,,00,*,3565,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,*,,*,*,55***,*,*,
47.4,,1,*,,30,i5,120,30,*,
68.2,,12,190,,15,*,135,*,117,
*,,*,*,,***,*,150,*,*,
*,,2v0,*,,10,*,230,*,*,
9g3.3,,*,*,,30,*,1050,*,*,
*,,*,*,,15,*,045,*,*,
*,,*,,,10,*,670,*,-,
*,,*,*,,10,*,365,*,*,
6.2,,-,09,,1030,5,4047n0,01,7,
93.9,,8,*,,255,*,7960,15,*,
93.9,,*,*,,65,*,1985,*,*,
35.5,,*,*,,75,*,2250,*,*,
*,,1,*,,30,*,1225,10,*,
10.4,,,*,,0,5,3390,*,*,
09,,*,*,,10,*,300***,*,*,
82.6,,*,*,,90,*,2765,*,*,
*,,15,317,,145,*,4925,*,4,
92.5,,*,*,,06,*,4610,*,*,
61.7,,13,*,,z145,5,4525,*,*,
81.3,,*,*,,80,*,2380,*,*,
26.1,,3,25,,90,5,2710,*,7,
13.6,,*,*,,160,*,l4785,*,*,
83.3,,*,*,,10,*,345,*,*,
59,,91,*,,40,*,1240,*,*,
63.5,,12,*,,240,*,7665,5,*,
*,,11,16,,65,*,2250,*,13,
*,,*,g-,,15,*,607,*,,
13,,*,*,,65,*,2045,*,*,
19.8,,1,*,,500,*,15150,15,*,
100,,*,*,,5,*,150,*,*,
17.6,,2,*,,56,*,2220,5,*,
*,,*,*,,5,*,230,*,*,
17,,1,456,,715,15,34475,0,27,
25.8,,4,*,,40,*,2070,*,*,
47.6,,99,*,,20,*,685,*,*,
5.07,,*,*,,55,*,2010,*,*,
758,,*,*,,30,*,975,*,*,
72,,3,99,,160,*,5205,15,9,
*,,17,*,,5,*,255,5,*,
5.j7,,2,*,,180,*,5820,10,*,
*,,*,*,,0,*,325,*,*,
*,,44,*,,10,*,306,*,*,
4.8,,2,88,,265,*,10350,5,13,
62.4,,1,*,,495,*,15305,*,*,
62,,1,*,,130,*,4230,*,*,
20.6,,3,4,,65,5,3070,*,6w8,
11.h6,,17,*,,165,5,8780,15,*,
*,,*,*,,-,*,5,*,*,
17.6,,140,*,,165,*,4935,5,*,
71.j7,,*,*,,130,*,4065,*,*,
7.1,,22,281,,210,*,6030,*,26,
