UK_CSV0000000000004306::0::survey_name,UK_CSV0000000000004306::1::start_date,UK_CSV0000000000004306::2::end_date,UK_CSV0000000000004306::3::species,UK_CSV0000000000004306::4::sample_key,UK_CSV0000000000004306::5::record_key,UK_CSV0000000000004306::6::uncertain,UK_CSV0000000000004306::7::latitude,UK_CSV0000000000004306::8::data_type,UK_CSV0000000000004306::9::projection,UK_CSV0000000000004306::10::longitude
UK_CSV0000000000004306 § 0 § 58,UK_CSV0000000000004306 § 1 § 58,UK_CSV0000000000004306 § 2 § 58,UK_CSV0000000000004306 § 3 § 58,UK_CSV0000000000004306 § 4 § 58,UK_CSV0000000000004306 § 5 § 58,UK_CSV0000000000004306 § 6 § 58,UK_CSV0000000000004306 § 7 § 58,UK_CSV0000000000004306 § 8 § 58,UK_CSV0000000000004306 § 9 § 58,UK_CSV0000000000004306 § 10 § 58
UK_CSV0000000000004306 § 0 § 59,UK_CSV0000000000004306 § 1 § 59,UK_CSV0000000000004306 § 2 § 59,UK_CSV0000000000004306 § 3 § 59,UK_CSV0000000000004306 § 4 § 59,UK_CSV0000000000004306 § 5 § 59,UK_CSV0000000000004306 § 6 § 59,UK_CSV0000000000004306 § 7 § 59,UK_CSV0000000000004306 § 8 § 59,UK_CSV0000000000004306 § 9 § 59,UK_CSV0000000000004306 § 10 § 59
UK_CSV0000000000004306 § 0 § 60,UK_CSV0000000000004306 § 1 § 60,UK_CSV0000000000004306 § 2 § 60,UK_CSV0000000000004306 § 3 § 60,UK_CSV0000000000004306 § 4 § 60,UK_CSV0000000000004306 § 5 § 60,UK_CSV0000000000004306 § 6 § 60,UK_CSV0000000000004306 § 7 § 60,UK_CSV0000000000004306 § 8 § 60,UK_CSV0000000000004306 § 9 § 60,UK_CSV0000000000004306 § 10 § 60
UK_CSV0000000000004306 § 0 § 61,UK_CSV0000000000004306 § 1 § 61,UK_CSV0000000000004306 § 2 § 61,UK_CSV0000000000004306 § 3 § 61,UK_CSV0000000000004306 § 4 § 61,UK_CSV0000000000004306 § 5 § 61,UK_CSV0000000000004306 § 6 § 61,UK_CSV0000000000004306 § 7 § 61,UK_CSV0000000000004306 § 8 § 61,UK_CSV0000000000004306 § 9 § 61,UK_CSV0000000000004306 § 10 § 61
UK_CSV0000000000004306 § 0 § 62,UK_CSV0000000000004306 § 1 § 62,UK_CSV0000000000004306 § 2 § 62,UK_CSV0000000000004306 § 3 § 62,UK_CSV0000000000004306 § 4 § 62,UK_CSV0000000000004306 § 5 § 62,UK_CSV0000000000004306 § 6 § 62,UK_CSV0000000000004306 § 7 § 62,UK_CSV0000000000004306 § 8 § 62,UK_CSV0000000000004306 § 9 § 62,UK_CSV0000000000004306 § 10 § 62
UK_CSV0000000000004306 § 0 § 63,UK_CSV0000000000004306 § 1 § 63,UK_CSV0000000000004306 § 2 § 63,UK_CSV0000000000004306 § 3 § 63,UK_CSV0000000000004306 § 4 § 63,UK_CSV0000000000004306 § 5 § 63,UK_CSV0000000000004306 § 6 § 63,UK_CSV0000000000004306 § 7 § 63,UK_CSV0000000000004306 § 8 § 63,UK_CSV0000000000004306 § 9 § 63,UK_CSV0000000000004306 § 10 § 63
UK_CSV0000000000004306 § 0 § 64,UK_CSV0000000000004306 § 1 § 64,UK_CSV0000000000004306 § 2 § 64,UK_CSV0000000000004306 § 3 § 64,UK_CSV0000000000004306 § 4 § 64,UK_CSV0000000000004306 § 5 § 64,UK_CSV0000000000004306 § 6 § 64,UK_CSV0000000000004306 § 7 § 64,UK_CSV0000000000004306 § 8 § 64,UK_CSV0000000000004306 § 9 § 64,UK_CSV0000000000004306 § 10 § 64
UK_CSV0000000000004306 § 0 § 65,UK_CSV0000000000004306 § 1 § 65,UK_CSV0000000000004306 § 2 § 65,UK_CSV0000000000004306 § 3 § 65,UK_CSV0000000000004306 § 4 § 65,UK_CSV0000000000004306 § 5 § 65,UK_CSV0000000000004306 § 6 § 65,UK_CSV0000000000004306 § 7 § 65,UK_CSV0000000000004306 § 8 § 65,UK_CSV0000000000004306 § 9 § 65,UK_CSV0000000000004306 § 10 § 65
UK_CSV0000000000004306 § 0 § 66,UK_CSV0000000000004306 § 1 § 66,UK_CSV0000000000004306 § 2 § 66,UK_CSV0000000000004306 § 3 § 66,UK_CSV0000000000004306 § 4 § 66,UK_CSV0000000000004306 § 5 § 66,UK_CSV0000000000004306 § 6 § 66,UK_CSV0000000000004306 § 7 § 66,UK_CSV0000000000004306 § 8 § 66,UK_CSV0000000000004306 § 9 § 66,UK_CSV0000000000004306 § 10 § 66
UK_CSV0000000000004306 § 0 § 67,UK_CSV0000000000004306 § 1 § 67,UK_CSV0000000000004306 § 2 § 67,UK_CSV0000000000004306 § 3 § 67,UK_CSV0000000000004306 § 4 § 67,UK_CSV0000000000004306 § 5 § 67,UK_CSV0000000000004306 § 6 § 67,UK_CSV0000000000004306 § 7 § 67,UK_CSV0000000000004306 § 8 § 67,UK_CSV0000000000004306 § 9 § 67,UK_CSV0000000000004306 § 10 § 67
UK_CSV0000000000004306 § 0 § 68,UK_CSV0000000000004306 § 1 § 68,UK_CSV0000000000004306 § 2 § 68,UK_CSV0000000000004306 § 3 § 68,UK_CSV0000000000004306 § 4 § 68,UK_CSV0000000000004306 § 5 § 68,UK_CSV0000000000004306 § 6 § 68,UK_CSV0000000000004306 § 7 § 68,UK_CSV0000000000004306 § 8 § 68,UK_CSV0000000000004306 § 9 § 68,UK_CSV0000000000004306 § 10 § 68
UK_CSV0000000000004306 § 0 § 69,UK_CSV0000000000004306 § 1 § 69,UK_CSV0000000000004306 § 2 § 69,UK_CSV0000000000004306 § 3 § 69,UK_CSV0000000000004306 § 4 § 69,UK_CSV0000000000004306 § 5 § 69,UK_CSV0000000000004306 § 6 § 69,UK_CSV0000000000004306 § 7 § 69,UK_CSV0000000000004306 § 8 § 69,UK_CSV0000000000004306 § 9 § 69,UK_CSV0000000000004306 § 10 § 69
UK_CSV0000000000004306 § 0 § 70,UK_CSV0000000000004306 § 1 § 70,UK_CSV0000000000004306 § 2 § 70,UK_CSV0000000000004306 § 3 § 70,UK_CSV0000000000004306 § 4 § 70,UK_CSV0000000000004306 § 5 § 70,UK_CSV0000000000004306 § 6 § 70,UK_CSV0000000000004306 § 7 § 70,UK_CSV0000000000004306 § 8 § 70,UK_CSV0000000000004306 § 9 § 70,UK_CSV0000000000004306 § 10 § 70
UK_CSV0000000000004306 § 0 § 71,UK_CSV0000000000004306 § 1 § 71,UK_CSV0000000000004306 § 2 § 71,UK_CSV0000000000004306 § 3 § 71,UK_CSV0000000000004306 § 4 § 71,UK_CSV0000000000004306 § 5 § 71,UK_CSV0000000000004306 § 6 § 71,UK_CSV0000000000004306 § 7 § 71,UK_CSV0000000000004306 § 8 § 71,UK_CSV0000000000004306 § 9 § 71,UK_CSV0000000000004306 § 10 § 71
UK_CSV0000000000004306 § 0 § 72,UK_CSV0000000000004306 § 1 § 72,UK_CSV0000000000004306 § 2 § 72,UK_CSV0000000000004306 § 3 § 72,UK_CSV0000000000004306 § 4 § 72,UK_CSV0000000000004306 § 5 § 72,UK_CSV0000000000004306 § 6 § 72,UK_CSV0000000000004306 § 7 § 72,UK_CSV0000000000004306 § 8 § 72,UK_CSV0000000000004306 § 9 § 72,UK_CSV0000000000004306 § 10 § 72
UK_CSV0000000000004306 § 0 § 73,UK_CSV0000000000004306 § 1 § 73,UK_CSV0000000000004306 § 2 § 73,UK_CSV0000000000004306 § 3 § 73,UK_CSV0000000000004306 § 4 § 73,UK_CSV0000000000004306 § 5 § 73,UK_CSV0000000000004306 § 6 § 73,UK_CSV0000000000004306 § 7 § 73,UK_CSV0000000000004306 § 8 § 73,UK_CSV0000000000004306 § 9 § 73,UK_CSV0000000000004306 § 10 § 73
UK_CSV0000000000004306 § 0 § 74,UK_CSV0000000000004306 § 1 § 74,UK_CSV0000000000004306 § 2 § 74,UK_CSV0000000000004306 § 3 § 74,UK_CSV0000000000004306 § 4 § 74,UK_CSV0000000000004306 § 5 § 74,UK_CSV0000000000004306 § 6 § 74,UK_CSV0000000000004306 § 7 § 74,UK_CSV0000000000004306 § 8 § 74,UK_CSV0000000000004306 § 9 § 74,UK_CSV0000000000004306 § 10 § 74
UK_CSV0000000000004306 § 0 § 75,UK_CSV0000000000004306 § 1 § 75,UK_CSV0000000000004306 § 2 § 75,UK_CSV0000000000004306 § 3 § 75,UK_CSV0000000000004306 § 4 § 75,UK_CSV0000000000004306 § 5 § 75,UK_CSV0000000000004306 § 6 § 75,UK_CSV0000000000004306 § 7 § 75,UK_CSV0000000000004306 § 8 § 75,UK_CSV0000000000004306 § 9 § 75,UK_CSV0000000000004306 § 10 § 75
UK_CSV0000000000004306 § 0 § 76,UK_CSV0000000000004306 § 1 § 76,UK_CSV0000000000004306 § 2 § 76,UK_CSV0000000000004306 § 3 § 76,UK_CSV0000000000004306 § 4 § 76,UK_CSV0000000000004306 § 5 § 76,UK_CSV0000000000004306 § 6 § 76,UK_CSV0000000000004306 § 7 § 76,UK_CSV0000000000004306 § 8 § 76,UK_CSV0000000000004306 § 9 § 76,UK_CSV0000000000004306 § 10 § 76
UK_CSV0000000000004306 § 0 § 77,UK_CSV0000000000004306 § 1 § 77,UK_CSV0000000000004306 § 2 § 77,UK_CSV0000000000004306 § 3 § 77,UK_CSV0000000000004306 § 4 § 77,UK_CSV0000000000004306 § 5 § 77,UK_CSV0000000000004306 § 6 § 77,UK_CSV0000000000004306 § 7 § 77,UK_CSV0000000000004306 § 8 § 77,UK_CSV0000000000004306 § 9 § 77,UK_CSV0000000000004306 § 10 § 77
UK_CSV0000000000004306 § 0 § 78,UK_CSV0000000000004306 § 1 § 78,UK_CSV0000000000004306 § 2 § 78,UK_CSV0000000000004306 § 3 § 78,UK_CSV0000000000004306 § 4 § 78,UK_CSV0000000000004306 § 5 § 78,UK_CSV0000000000004306 § 6 § 78,UK_CSV0000000000004306 § 7 § 78,UK_CSV0000000000004306 § 8 § 78,UK_CSV0000000000004306 § 9 § 78,UK_CSV0000000000004306 § 10 § 78
UK_CSV0000000000004306 § 0 § 79,UK_CSV0000000000004306 § 1 § 79,UK_CSV0000000000004306 § 2 § 79,UK_CSV0000000000004306 § 3 § 79,UK_CSV0000000000004306 § 4 § 79,UK_CSV0000000000004306 § 5 § 79,UK_CSV0000000000004306 § 6 § 79,UK_CSV0000000000004306 § 7 § 79,UK_CSV0000000000004306 § 8 § 79,UK_CSV0000000000004306 § 9 § 79,UK_CSV0000000000004306 § 10 § 79
UK_CSV0000000000004306 § 0 § 80,UK_CSV0000000000004306 § 1 § 80,UK_CSV0000000000004306 § 2 § 80,UK_CSV0000000000004306 § 3 § 80,UK_CSV0000000000004306 § 4 § 80,UK_CSV0000000000004306 § 5 § 80,UK_CSV0000000000004306 § 6 § 80,UK_CSV0000000000004306 § 7 § 80,UK_CSV0000000000004306 § 8 § 80,UK_CSV0000000000004306 § 9 § 80,UK_CSV0000000000004306 § 10 § 80
UK_CSV0000000000004306 § 0 § 81,UK_CSV0000000000004306 § 1 § 81,UK_CSV0000000000004306 § 2 § 81,UK_CSV0000000000004306 § 3 § 81,UK_CSV0000000000004306 § 4 § 81,UK_CSV0000000000004306 § 5 § 81,UK_CSV0000000000004306 § 6 § 81,UK_CSV0000000000004306 § 7 § 81,UK_CSV0000000000004306 § 8 § 81,UK_CSV0000000000004306 § 9 § 81,UK_CSV0000000000004306 § 10 § 81
UK_CSV0000000000004306 § 0 § 82,UK_CSV0000000000004306 § 1 § 82,UK_CSV0000000000004306 § 2 § 82,UK_CSV0000000000004306 § 3 § 82,UK_CSV0000000000004306 § 4 § 82,UK_CSV0000000000004306 § 5 § 82,UK_CSV0000000000004306 § 6 § 82,UK_CSV0000000000004306 § 7 § 82,UK_CSV0000000000004306 § 8 § 82,UK_CSV0000000000004306 § 9 § 82,UK_CSV0000000000004306 § 10 § 82
UK_CSV0000000000004306 § 0 § 83,UK_CSV0000000000004306 § 1 § 83,UK_CSV0000000000004306 § 2 § 83,UK_CSV0000000000004306 § 3 § 83,UK_CSV0000000000004306 § 4 § 83,UK_CSV0000000000004306 § 5 § 83,UK_CSV0000000000004306 § 6 § 83,UK_CSV0000000000004306 § 7 § 83,UK_CSV0000000000004306 § 8 § 83,UK_CSV0000000000004306 § 9 § 83,UK_CSV0000000000004306 § 10 § 83
UK_CSV0000000000004306 § 0 § 84,UK_CSV0000000000004306 § 1 § 84,UK_CSV0000000000004306 § 2 § 84,UK_CSV0000000000004306 § 3 § 84,UK_CSV0000000000004306 § 4 § 84,UK_CSV0000000000004306 § 5 § 84,UK_CSV0000000000004306 § 6 § 84,UK_CSV0000000000004306 § 7 § 84,UK_CSV0000000000004306 § 8 § 84,UK_CSV0000000000004306 § 9 § 84,UK_CSV0000000000004306 § 10 § 84
UK_CSV0000000000004306 § 0 § 85,UK_CSV0000000000004306 § 1 § 85,UK_CSV0000000000004306 § 2 § 85,UK_CSV0000000000004306 § 3 § 85,UK_CSV0000000000004306 § 4 § 85,UK_CSV0000000000004306 § 5 § 85,UK_CSV0000000000004306 § 6 § 85,UK_CSV0000000000004306 § 7 § 85,UK_CSV0000000000004306 § 8 § 85,UK_CSV0000000000004306 § 9 § 85,UK_CSV0000000000004306 § 10 § 85
UK_CSV0000000000004306 § 0 § 86,UK_CSV0000000000004306 § 1 § 86,UK_CSV0000000000004306 § 2 § 86,UK_CSV0000000000004306 § 3 § 86,UK_CSV0000000000004306 § 4 § 86,UK_CSV0000000000004306 § 5 § 86,UK_CSV0000000000004306 § 6 § 86,UK_CSV0000000000004306 § 7 § 86,UK_CSV0000000000004306 § 8 § 86,UK_CSV0000000000004306 § 9 § 86,UK_CSV0000000000004306 § 10 § 86
UK_CSV0000000000004306 § 0 § 87,UK_CSV0000000000004306 § 1 § 87,UK_CSV0000000000004306 § 2 § 87,UK_CSV0000000000004306 § 3 § 87,UK_CSV0000000000004306 § 4 § 87,UK_CSV0000000000004306 § 5 § 87,UK_CSV0000000000004306 § 6 § 87,UK_CSV0000000000004306 § 7 § 87,UK_CSV0000000000004306 § 8 § 87,UK_CSV0000000000004306 § 9 § 87,UK_CSV0000000000004306 § 10 § 87
UK_CSV0000000000004306 § 0 § 88,UK_CSV0000000000004306 § 1 § 88,UK_CSV0000000000004306 § 2 § 88,UK_CSV0000000000004306 § 3 § 88,UK_CSV0000000000004306 § 4 § 88,UK_CSV0000000000004306 § 5 § 88,UK_CSV0000000000004306 § 6 § 88,UK_CSV0000000000004306 § 7 § 88,UK_CSV0000000000004306 § 8 § 88,UK_CSV0000000000004306 § 9 § 88,UK_CSV0000000000004306 § 10 § 88
UK_CSV0000000000004306 § 0 § 89,UK_CSV0000000000004306 § 1 § 89,UK_CSV0000000000004306 § 2 § 89,UK_CSV0000000000004306 § 3 § 89,UK_CSV0000000000004306 § 4 § 89,UK_CSV0000000000004306 § 5 § 89,UK_CSV0000000000004306 § 6 § 89,UK_CSV0000000000004306 § 7 § 89,UK_CSV0000000000004306 § 8 § 89,UK_CSV0000000000004306 § 9 § 89,UK_CSV0000000000004306 § 10 § 89
UK_CSV0000000000004306 § 0 § 90,UK_CSV0000000000004306 § 1 § 90,UK_CSV0000000000004306 § 2 § 90,UK_CSV0000000000004306 § 3 § 90,UK_CSV0000000000004306 § 4 § 90,UK_CSV0000000000004306 § 5 § 90,UK_CSV0000000000004306 § 6 § 90,UK_CSV0000000000004306 § 7 § 90,UK_CSV0000000000004306 § 8 § 90,UK_CSV0000000000004306 § 9 § 90,UK_CSV0000000000004306 § 10 § 90
UK_CSV0000000000004306 § 0 § 91,UK_CSV0000000000004306 § 1 § 91,UK_CSV0000000000004306 § 2 § 91,UK_CSV0000000000004306 § 3 § 91,UK_CSV0000000000004306 § 4 § 91,UK_CSV0000000000004306 § 5 § 91,UK_CSV0000000000004306 § 6 § 91,UK_CSV0000000000004306 § 7 § 91,UK_CSV0000000000004306 § 8 § 91,UK_CSV0000000000004306 § 9 § 91,UK_CSV0000000000004306 § 10 § 91
UK_CSV0000000000004306 § 0 § 92,UK_CSV0000000000004306 § 1 § 92,UK_CSV0000000000004306 § 2 § 92,UK_CSV0000000000004306 § 3 § 92,UK_CSV0000000000004306 § 4 § 92,UK_CSV0000000000004306 § 5 § 92,UK_CSV0000000000004306 § 6 § 92,UK_CSV0000000000004306 § 7 § 92,UK_CSV0000000000004306 § 8 § 92,UK_CSV0000000000004306 § 9 § 92,UK_CSV0000000000004306 § 10 § 92
UK_CSV0000000000004306 § 0 § 93,UK_CSV0000000000004306 § 1 § 93,UK_CSV0000000000004306 § 2 § 93,UK_CSV0000000000004306 § 3 § 93,UK_CSV0000000000004306 § 4 § 93,UK_CSV0000000000004306 § 5 § 93,UK_CSV0000000000004306 § 6 § 93,UK_CSV0000000000004306 § 7 § 93,UK_CSV0000000000004306 § 8 § 93,UK_CSV0000000000004306 § 9 § 93,UK_CSV0000000000004306 § 10 § 93
UK_CSV0000000000004306 § 0 § 94,UK_CSV0000000000004306 § 1 § 94,UK_CSV0000000000004306 § 2 § 94,UK_CSV0000000000004306 § 3 § 94,UK_CSV0000000000004306 § 4 § 94,UK_CSV0000000000004306 § 5 § 94,UK_CSV0000000000004306 § 6 § 94,UK_CSV0000000000004306 § 7 § 94,UK_CSV0000000000004306 § 8 § 94,UK_CSV0000000000004306 § 9 § 94,UK_CSV0000000000004306 § 10 § 94
UK_CSV0000000000004306 § 0 § 95,UK_CSV0000000000004306 § 1 § 95,UK_CSV0000000000004306 § 2 § 95,UK_CSV0000000000004306 § 3 § 95,UK_CSV0000000000004306 § 4 § 95,UK_CSV0000000000004306 § 5 § 95,UK_CSV0000000000004306 § 6 § 95,UK_CSV0000000000004306 § 7 § 95,UK_CSV0000000000004306 § 8 § 95,UK_CSV0000000000004306 § 9 § 95,UK_CSV0000000000004306 § 10 § 95
UK_CSV0000000000004306 § 0 § 96,UK_CSV0000000000004306 § 1 § 96,UK_CSV0000000000004306 § 2 § 96,UK_CSV0000000000004306 § 3 § 96,UK_CSV0000000000004306 § 4 § 96,UK_CSV0000000000004306 § 5 § 96,UK_CSV0000000000004306 § 6 § 96,UK_CSV0000000000004306 § 7 § 96,UK_CSV0000000000004306 § 8 § 96,UK_CSV0000000000004306 § 9 § 96,UK_CSV0000000000004306 § 10 § 96
UK_CSV0000000000004306 § 0 § 97,UK_CSV0000000000004306 § 1 § 97,UK_CSV0000000000004306 § 2 § 97,UK_CSV0000000000004306 § 3 § 97,UK_CSV0000000000004306 § 4 § 97,UK_CSV0000000000004306 § 5 § 97,UK_CSV0000000000004306 § 6 § 97,UK_CSV0000000000004306 § 7 § 97,UK_CSV0000000000004306 § 8 § 97,UK_CSV0000000000004306 § 9 § 97,UK_CSV0000000000004306 § 10 § 97
UK_CSV0000000000004306 § 0 § 98,UK_CSV0000000000004306 § 1 § 98,UK_CSV0000000000004306 § 2 § 98,UK_CSV0000000000004306 § 3 § 98,UK_CSV0000000000004306 § 4 § 98,UK_CSV0000000000004306 § 5 § 98,UK_CSV0000000000004306 § 6 § 98,UK_CSV0000000000004306 § 7 § 98,UK_CSV0000000000004306 § 8 § 98,UK_CSV0000000000004306 § 9 § 98,UK_CSV0000000000004306 § 10 § 98
UK_CSV0000000000004306 § 0 § 99,UK_CSV0000000000004306 § 1 § 99,UK_CSV0000000000004306 § 2 § 99,UK_CSV0000000000004306 § 3 § 99,UK_CSV0000000000004306 § 4 § 99,UK_CSV0000000000004306 § 5 § 99,UK_CSV0000000000004306 § 6 § 99,UK_CSV0000000000004306 § 7 § 99,UK_CSV0000000000004306 § 8 § 99,UK_CSV0000000000004306 § 9 § 99,UK_CSV0000000000004306 § 10 § 99
UK_CSV0000000000004306 § 0 § 100,UK_CSV0000000000004306 § 1 § 100,UK_CSV0000000000004306 § 2 § 100,UK_CSV0000000000004306 § 3 § 100,UK_CSV0000000000004306 § 4 § 100,UK_CSV0000000000004306 § 5 § 100,UK_CSV0000000000004306 § 6 § 100,UK_CSV0000000000004306 § 7 § 100,UK_CSV0000000000004306 § 8 § 100,UK_CSV0000000000004306 § 9 § 100,UK_CSV0000000000004306 § 10 § 100
UK_CSV0000000000004306 § 0 § 101,UK_CSV0000000000004306 § 1 § 101,UK_CSV0000000000004306 § 2 § 101,UK_CSV0000000000004306 § 3 § 101,UK_CSV0000000000004306 § 4 § 101,UK_CSV0000000000004306 § 5 § 101,UK_CSV0000000000004306 § 6 § 101,UK_CSV0000000000004306 § 7 § 101,UK_CSV0000000000004306 § 8 § 101,UK_CSV0000000000004306 § 9 § 101,UK_CSV0000000000004306 § 10 § 101
UK_CSV0000000000004306 § 0 § 102,UK_CSV0000000000004306 § 1 § 102,UK_CSV0000000000004306 § 2 § 102,UK_CSV0000000000004306 § 3 § 102,UK_CSV0000000000004306 § 4 § 102,UK_CSV0000000000004306 § 5 § 102,UK_CSV0000000000004306 § 6 § 102,UK_CSV0000000000004306 § 7 § 102,UK_CSV0000000000004306 § 8 § 102,UK_CSV0000000000004306 § 9 § 102,UK_CSV0000000000004306 § 10 § 102
UK_CSV0000000000004306 § 0 § 103,UK_CSV0000000000004306 § 1 § 103,UK_CSV0000000000004306 § 2 § 103,UK_CSV0000000000004306 § 3 § 103,UK_CSV0000000000004306 § 4 § 103,UK_CSV0000000000004306 § 5 § 103,UK_CSV0000000000004306 § 6 § 103,UK_CSV0000000000004306 § 7 § 103,UK_CSV0000000000004306 § 8 § 103,UK_CSV0000000000004306 § 9 § 103,UK_CSV0000000000004306 § 10 § 103
UK_CSV0000000000004306 § 0 § 104,UK_CSV0000000000004306 § 1 § 104,UK_CSV0000000000004306 § 2 § 104,UK_CSV0000000000004306 § 3 § 104,UK_CSV0000000000004306 § 4 § 104,UK_CSV0000000000004306 § 5 § 104,UK_CSV0000000000004306 § 6 § 104,UK_CSV0000000000004306 § 7 § 104,UK_CSV0000000000004306 § 8 § 104,UK_CSV0000000000004306 § 9 § 104,UK_CSV0000000000004306 § 10 § 104
UK_CSV0000000000004306 § 0 § 105,UK_CSV0000000000004306 § 1 § 105,UK_CSV0000000000004306 § 2 § 105,UK_CSV0000000000004306 § 3 § 105,UK_CSV0000000000004306 § 4 § 105,UK_CSV0000000000004306 § 5 § 105,UK_CSV0000000000004306 § 6 § 105,UK_CSV0000000000004306 § 7 § 105,UK_CSV0000000000004306 § 8 § 105,UK_CSV0000000000004306 § 9 § 105,UK_CSV0000000000004306 § 10 § 105
UK_CSV0000000000004306 § 0 § 106,UK_CSV0000000000004306 § 1 § 106,UK_CSV0000000000004306 § 2 § 106,UK_CSV0000000000004306 § 3 § 106,UK_CSV0000000000004306 § 4 § 106,UK_CSV0000000000004306 § 5 § 106,UK_CSV0000000000004306 § 6 § 106,UK_CSV0000000000004306 § 7 § 106,UK_CSV0000000000004306 § 8 § 106,UK_CSV0000000000004306 § 9 § 106,UK_CSV0000000000004306 § 10 § 106
UK_CSV0000000000004306 § 0 § 107,UK_CSV0000000000004306 § 1 § 107,UK_CSV0000000000004306 § 2 § 107,UK_CSV0000000000004306 § 3 § 107,UK_CSV0000000000004306 § 4 § 107,UK_CSV0000000000004306 § 5 § 107,UK_CSV0000000000004306 § 6 § 107,UK_CSV0000000000004306 § 7 § 107,UK_CSV0000000000004306 § 8 § 107,UK_CSV0000000000004306 § 9 § 107,UK_CSV0000000000004306 § 10 § 107
UK_CSV0000000000004306 § 0 § 108,UK_CSV0000000000004306 § 1 § 108,UK_CSV0000000000004306 § 2 § 108,UK_CSV0000000000004306 § 3 § 108,UK_CSV0000000000004306 § 4 § 108,UK_CSV0000000000004306 § 5 § 108,UK_CSV0000000000004306 § 6 § 108,UK_CSV0000000000004306 § 7 § 108,UK_CSV0000000000004306 § 8 § 108,UK_CSV0000000000004306 § 9 § 108,UK_CSV0000000000004306 § 10 § 108
UK_CSV0000000000004306 § 0 § 109,UK_CSV0000000000004306 § 1 § 109,UK_CSV0000000000004306 § 2 § 109,UK_CSV0000000000004306 § 3 § 109,UK_CSV0000000000004306 § 4 § 109,UK_CSV0000000000004306 § 5 § 109,UK_CSV0000000000004306 § 6 § 109,UK_CSV0000000000004306 § 7 § 109,UK_CSV0000000000004306 § 8 § 109,UK_CSV0000000000004306 § 9 § 109,UK_CSV0000000000004306 § 10 § 109
UK_CSV0000000000004306 § 0 § 110,UK_CSV0000000000004306 § 1 § 110,UK_CSV0000000000004306 § 2 § 110,UK_CSV0000000000004306 § 3 § 110,UK_CSV0000000000004306 § 4 § 110,UK_CSV0000000000004306 § 5 § 110,UK_CSV0000000000004306 § 6 § 110,UK_CSV0000000000004306 § 7 § 110,UK_CSV0000000000004306 § 8 § 110,UK_CSV0000000000004306 § 9 § 110,UK_CSV0000000000004306 § 10 § 110
UK_CSV0000000000004306 § 0 § 111,UK_CSV0000000000004306 § 1 § 111,UK_CSV0000000000004306 § 2 § 111,UK_CSV0000000000004306 § 3 § 111,UK_CSV0000000000004306 § 4 § 111,UK_CSV0000000000004306 § 5 § 111,UK_CSV0000000000004306 § 6 § 111,UK_CSV0000000000004306 § 7 § 111,UK_CSV0000000000004306 § 8 § 111,UK_CSV0000000000004306 § 9 § 111,UK_CSV0000000000004306 § 10 § 111
UK_CSV0000000000004306 § 0 § 112,UK_CSV0000000000004306 § 1 § 112,UK_CSV0000000000004306 § 2 § 112,UK_CSV0000000000004306 § 3 § 112,UK_CSV0000000000004306 § 4 § 112,UK_CSV0000000000004306 § 5 § 112,UK_CSV0000000000004306 § 6 § 112,UK_CSV0000000000004306 § 7 § 112,UK_CSV0000000000004306 § 8 § 112,UK_CSV0000000000004306 § 9 § 112,UK_CSV0000000000004306 § 10 § 112
UK_CSV0000000000004306 § 0 § 113,UK_CSV0000000000004306 § 1 § 113,UK_CSV0000000000004306 § 2 § 113,UK_CSV0000000000004306 § 3 § 113,UK_CSV0000000000004306 § 4 § 113,UK_CSV0000000000004306 § 5 § 113,UK_CSV0000000000004306 § 6 § 113,UK_CSV0000000000004306 § 7 § 113,UK_CSV0000000000004306 § 8 § 113,UK_CSV0000000000004306 § 9 § 113,UK_CSV0000000000004306 § 10 § 113
UK_CSV0000000000004306 § 0 § 114,UK_CSV0000000000004306 § 1 § 114,UK_CSV0000000000004306 § 2 § 114,UK_CSV0000000000004306 § 3 § 114,UK_CSV0000000000004306 § 4 § 114,UK_CSV0000000000004306 § 5 § 114,UK_CSV0000000000004306 § 6 § 114,UK_CSV0000000000004306 § 7 § 114,UK_CSV0000000000004306 § 8 § 114,UK_CSV0000000000004306 § 9 § 114,UK_CSV0000000000004306 § 10 § 114
UK_CSV0000000000004306 § 0 § 115,UK_CSV0000000000004306 § 1 § 115,UK_CSV0000000000004306 § 2 § 115,UK_CSV0000000000004306 § 3 § 115,UK_CSV0000000000004306 § 4 § 115,UK_CSV0000000000004306 § 5 § 115,UK_CSV0000000000004306 § 6 § 115,UK_CSV0000000000004306 § 7 § 115,UK_CSV0000000000004306 § 8 § 115,UK_CSV0000000000004306 § 9 § 115,UK_CSV0000000000004306 § 10 § 115
UK_CSV0000000000004306 § 0 § 116,UK_CSV0000000000004306 § 1 § 116,UK_CSV0000000000004306 § 2 § 116,UK_CSV0000000000004306 § 3 § 116,UK_CSV0000000000004306 § 4 § 116,UK_CSV0000000000004306 § 5 § 116,UK_CSV0000000000004306 § 6 § 116,UK_CSV0000000000004306 § 7 § 116,UK_CSV0000000000004306 § 8 § 116,UK_CSV0000000000004306 § 9 § 116,UK_CSV0000000000004306 § 10 § 116
