gender,qc_five_five,q_zero_five_one_two,q_zero_fourbii_one_four,q_zero_threea_one_two,q_zero_nine_one_zero,q_zero_four_zero_six,q_one_eighti_zero_seven,q_zero_nine_one_three,q_one_fived_zero_two_zero_six,q_one_fiveca_zero_four,q_one_zerof_zero_seven,q_zero_threea_one_zero,qc_five_six,q_one_fived_zero_four_zero_two,q_zero_four_zero_two,q_zero_nine_zero_one,q_zero_fourbi_zero_five,q_two_seven_zero_four,q_zero_foura_two_two
Woman,No,Nmo,No,No,Lesgs often,1 - Not at all interested,Have never done this but I am aware of thsi,Once or twice a day,No,No,No,fYes,No,Njo,***,lOnce or twice a day,lNo,Fairlydissatisfied,No
Man,No,No,No,No,At least once a week,1 - Not at all interested,Have never done this but I am aware of this,At least nce a week,No,Yes,No,Yes,Yes,o,5,Several times a day,No,Fairly satisfied,No
Man,eYs,No,No,No,At leaast once a week,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Less often,o,Yes,Yes,Yes,No,No,1 - Not at all interested,Several times a day,No,Very satisfied,No
Woman,No,Yes,No,o,At least once a month,b9,Have never done this but I am aware of this,Less often,oN,Yes,No,Yes,No,No,9,At least once a week,No,Neither satisfied nor dissatisfied,No
Man,Yes,No,No,bNo,At least once a month,1 - Not at all iwnterested,Have done/used this in the past 3 months,Several times a day,o,Yes,Yes,Yes,No,No,4,Several utimes a day,No,Fairly dissatisfied,No
Mn,No,No,No,Nno,Less often,3,Have never done this but I am aware of this,Several times a day,Yes,Yes,No,No,No,No,7,Several timesa day,tNo,Fairly satisfied,o
Man,Yes,No,No,No,ever,2,Have never done this - and I wasn''t aware that this was pssible,Never,No,Yes,Yes,Yes,No,No,2,Several itmes a day,No,Fairly satisfied,No
Man,No,No,No,No,Never,3,Have never done this - and I wasn''t aware tahat this was possible,Never,No,Yes,No,Yes,No,No,4,Once or twice a day,o,Fairly dissatisfied,No
Woman,No,No,No,No,At least once a week,8,Have done/used thiis in the past 3 months,Once or twice a day,No,No,No,Yes,No,No,6,Several times a day,No,Very satisfied,No
Mna,No,No,No,No,Less often,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",At least once a week,No,Yes,No,No,No,No,***,Several times a day,No,airly satisfied,oN
Wwoman,No,es,No,No,Never,4,Have never done this - and I wasn't aware that this was possible,Never,No,No,No,No,No,No,8,At least once a month,No,Fairly satisfied,No
Man,Yes,No,No,No,Less often,7,"Have done / used this at some time in the past, but not in the past 3 months",At leas tonce a week,Yes,Yes,Yes,Yes,Yes,No,,At least once a week,No,Fairly satisfied,No
oWman,Yes,No,No,Yse,At least once a week,10 - Extremely interested,Have never done this but I am aware of this,Several times a day,Yes,oN,Yes,Yse,vNo,No,6,Several times a day,No,Fairly dissatisfied,Ynes
Man,Yes,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Neevr,o,Yes,No,Yes,No,No,8,Several times a day,No,Neither satisfied nor dissatisfied,No
Woman,oN,No,No,No,Never,10 - Extremely interested,Don't know,Never,Yes,Yes,Yes,No,No,o,4,Once or twice a day,No,Very satisfied,No
Womuan,No,No,No,No,Never,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",Never,No,No,No,Nto,No,No,1 - Not at all inetrested,Several times a day,No,Fairly dissatisfied,No
Man,No,No,No,No,Never,8,Have never done this but I am aware of this,At least once a month,Yes,Yes,Yes,No,No,bNo,8,Several times a day,No,Fairly dissatisfied,No
Mna,No,Yes,No,No,At least once a week,8,Have never done this but I am aware of this,Once or twice a day,Yse,Yes,No,No,No,o,6,Several times a day,No,Fairly satisfied,No
Man,Nko,No,o,No,Less often,,"Have done / used this at some time in the past, but ot in the past 3 months",At least oonce a month,No,No,Yes,No,No,oN,7,Severl times a day,No,Fairly satisfied,No
Man,Yes,Yes,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,Yes,Yes,Yes,No,No,1 - No tat all interested,Once or twice a day,No,Fairly satisfied,No
an,No,No,No,No,Less often,5,Have never done this but I am aware of this,ess often,dNo,Yes,Yes,Yes,Yes,No,5,Once or twice a day,o,hFairly satisfied,No
Man,Yes,No,No,No,Several times a day,1 - Not at all interseted,Have done/used this in the past 3 months,Less often,No,No,yNo,No,No,oN,1 - Not at all interested,Several times a day,No,Fairly satisfied,No
Woman,lNo,No,No,No,Once or twice a day,5,Have never donet his but I am aware of this,Less often,No,No,No,Yes,No,No,3,Once or twice ad ay,No,Fairly satisfied,yNo
Man,Yes,Yes,No,No,Once or twice a day,10 - Extremely interested,Have done/used this in the past 3 months,Several times a day,No,Yees,Yes,No,No,Yes,10 - Extremely interested,Several times a day,No,Fairly satisfied,eYs
Woman,oN,Ys,No,No,At least nce a week,8,Have never done this but I am aware of this,Several times a day,No,No,Yes,Yes,No,No,8,Once or twice a day,Yes,Fairly satisfied,Nfo
an,Yes,No,No,No,Less often,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Less often,No,Yes,Yes,No,Yes,No,7,Several times a day,No,Neither satisfied nor dissatisfied,No
Man,No,o,No,No,Never,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",Never,No,No,eYs,No,No,No,1 - Not at all interested,Lbess often,oN,Very satisfied,No
Woman,No,No,No,Njo,Less often,3,Have never done this - and I wasn't aware that this was possible,Neveer,No,No,No,Yes,o,No,3,Once or twice a day,No,Neither satisfied nor disatisfied,oN
Woman,Yes,No,No,No,Never,5,"Have done / used this at some time in the past, but not in the past 3 months",Never,oN,Yes,tYes,No,Yes,No,8,Several times a day,No,Very satisfied,No
Woman,No,Yes,No,No,At least once a month,8,Have done/used this in the past 3 months,At least once a month,Yes,Yes,sNo,Yes,Yes,No,x8,Several times a day,No,Fairly satisfied,Yse
Man,No,No,No,Nbo,eNver,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,o,No,Yes,Yes,No,1 - Not at all interested,Several times a day,No,Neither satisfied nor dissatisfied,No
Man,Yes,No,No,o,Lyess often,,Have never done this but I am aware of this,Less often,Nio,Yes,Yes,Yes,No,No,7,Several times a day,Noo,Fairly satisfied,No
Woman,No,o,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,At least once a week,No,Yes,es,Yes,oN,No,1 - Not at all interested,Several times a day,oN,Don''tu know,No
Man,Neo,No,No,No,At least once a month,1 - Not at all interested,Have never done this but I am aware of this,At least once a week,Yes,Yes,No,es,Ywes,No,7,Several times a day,No,Fairly satisfied,No
Man,oN,No,No,oN,Never,4,Have never done this - and I wasn't aware that this was possible,Never,No,oN,Ypes,No,No,No,2,Once or twicef a day,No,Fairly satisfied,No
Man,No,No,No,No,Nevger,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,Yes,Yes,Yes,No,No,1 - Not at all interested,Several times a day,No,Don''t knw,No
Man,o,No,No,No,Never,5,Have never done this but I am aware of this,Lehss often,Yes,No,Yes,No,No,No,***,Several times a day,No,Fairly satisfied,Yes
Man,Yes,No,No,No,At least once a month,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",At least once a week,Yes,Yes,Ys,Yes,Yes,No,1 - Not at all interested,Several times a dsay,No,Very satisfied,No
Woman,No,No,No,No,Less oftn,1 - Not at all interested,Have never done this but I am aware o this,Once or twice a day,No,oN,Yes,No,Yes,No,8,Several times a dy,No,Fairly satisfied,No
Wojman,Yes,No,No,No,At least once a month,2,ave never done this but I am aware of this,Never,No,No,Ykes,Yes,Yes,oN,7,Several time sa day,No,Very satisfied,No
Woman,No,No,No,o,At least once a week,5,"Have done / used this at some time in the past, but not in the past 3 months",Once or twice a day,oN,Yes,No,Yes,Nqo,No,***,Several times a day,o,Neither satisfied nor dissatisfied,oN
Woman,Yes,No,oN,No,Never,2,Have never done this but I am aware of this,Never,o,No,No,Ymes,No,No,5,Once or twice a day,No,Neither satisfied nor dissatisfied,No
Man,No,No,zNo,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,Yes,Yes,Yes,No,oN,3,Several times a day,No,Neither stisfied nor dissatisfied,No
Man,No,No,No,No,At least once a month,1 - Not at all interested,Have never done this but I am aware of this,At least once a montzh,No,Yes,Yes,No,Yes,No,1 - Not at all interested,Sevheral times a day,No,Very satisfied,No
Man,Yes,Yes,No,No,At least once a month,q6,Have done/used this in the past 3 months,Once or twice a day,No,Yes,Yes,Yes,Yes,No,10 - Extremely interested,Several times a day,No,Very satisfied,oN
Womasn,Yes,No,pNo,No,Nevr,1 - Not at all interested,Have done/used this in the past 3 months,Never,Ndo,eYs,oN,Yes,No,No,10 - Extremely interetsed,Several times a day,o,Fairly satisfied,No
Woman,No,No,No,No,Less often,***,Have never doe this but I am aware of this,fOnce or twice a day,No,Yes,Yes,Yes,No,No,8,Several times a day,No,Fairly satisfied,Ndo
Woman,Yes,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Once or twice a day,No,o,Yes,Ys,No,o,1 - Not at all interested,Once or twice a day,Nyo,Fairly satisfied,No
Woman,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am awareof this,Never,No,Yes,mYes,No,Yes,No,1 - Not at all interested,Several timse a day,No,Fairly satisfied,Nko
Wman,No,No,No,No,Never,2,Have done/used this in the past 3 months,Never,No,Yes,No,No,o,No,3,Several times a day,No,Neither satisfied nor dissatisfied,No
Woman,No,o,No,No,Never,2,Have never done this but I am aware of this,Never,No,No,No,No,No,No,1 - Not at all interested,Once or twice a day,No,Fairlysatisfied,No
Woman,No,No,No,No,Nveer,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,No,Yes,No,No,Ndo,1 - Not at all interestde,At least once a week,Nwo,Fairly satisfied,oN
Woman,Yes,bNo,No,No,Less often,4,Have never done this but I am aware of this,At least once a week,Yes,Yes,Yes,uYes,Yes,No,8,Several times a day,No,Fairly satisfied,No
Woman,Yes,Yes,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Less often,No,oN,Yes,Yes,oN,No,6,At least once a week,No,Fairly satisfied,No
Woman,No,Yes,Nuo,oN,Several times a day,9,"Have done / used this at some time in the past, but not in the past 3 months",Once or twice a day,Yes,Yes,No,Yes,Yes,No,1 - Not at all interested,Several times a day,No,Fairly satisfied,No
Woman,Ymes,No,No,No,Neer,3,Have done/used this in the past 3 months,Less often,No,No,No,Yes,aNo,No,3,Several times a day,No,Neither satisfied nor dissatisfied,No
Woman,No,No,No,No,Never,4,Have done/used this in the past 3 months,Less often,No,Yes,Yes,Yes,Yes,No,4,Once or twice a day,No,Fairly satisfied,No
Man,es,No,bNo,No,Less often,7,Have neve done this but I am aware of this,At least once a week,No,Yse,Yes,Yes,No,No,***,Several times a day,No,Fairly satisfied,No
Man,No,Yes,o,hNo,At least once a week,7,Have ever done this but I am aware of this,At least once a month,Yes,No,Yes,Yes,Yse,No,f7,At least once a week,o,Fairly satisfied,No
Man,No,No,No,o,Never,1 - Not at all interested,Have neer done this but I am aware of this,Less often,No,No,Yes,Yes,No,No,3,Once or twice a day,No,Neither satisfied nor dissatisfied,No
Man,No,No,No,No,Never,10 - Extremely interested,Have done/used this in the past 3 months,Several times a day,No,Yes,Yes,oN,Yes,No,9,Several times a day,Yes,Neither satisfied nor dissatisfied,Yes
Mdan,No,No,No,No,Nveer,6,Have never done this but I am aware of this,Neevr,Yes,No,eYs,Yes,oN,No,6,At least once a moxnth,No,Fairly dissatisfied,No
Man,No,No,No,No,Less often,1 - Not at all interested,Have done/used this in the past 3 months,Onec or twice a day,No,Yes,yYes,Yes,No,No,8,Several times a day,oN,Faibrly satisfied,No
Woman,Yes,No,No,No,At least once a week,d9,"Have done / used this at some time in the past, but not in the past 3 months",At least once a week,Yes,No,Yes,No,Yes,No,7,Several times a day,No,Fairly satisfied,No
oWman,Yes,No,No,No,Never,1 - Not at all interested,ave done/used this in the past 3 months,Never,No,Yes,Yes,No,No,No,8,Never,No,Fairly satisfied,No
Woman,No,No,No,o,Never,7,Have done/used this in the past 3 months,Never,No,No,No,No,No,No,8,Once ro twice a day,No,Don't know,No
Mna,No,No,No,No,Nqever,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Nver,No,No,Yes,Yes,Yes,No,2,Once or twice a day,No,Fairl ysatisfied,No
Man,No,No,oN,No,Never,2,Have never done this but I am aware of this,Less often,oN,Yes,o,Yes,No,oN,7,Several times a day,oN,Don't know,No
Man,No,No,No,No,Less often,9,Have never done this but I am aware of this,Less often,No,Yes,oN,Yes,Yes,No,8,Several times a day,No,Fairly satisfied,Yes
Man,No,Yes,No,No,Once or twice a hday,5,Have neverd one this - and I wasn''t aware that this was possible,Several times a day,Yes,No,Yes,Yess,Yes,No,6,Several times a day,No,Very satisfied,No
Man,No,No,No,No,Nevre,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Once or twice a day,Yes,Yes,yNo,Yes,oN,No,,Once or twice a day,No,Fairly satisfied,No
Woman,Yes,Yes,oN,No,At least once a week,1 - Not at all interested,Have done/used this in the past 3 months,At least once a week,No,No,Yes,Yes,No,No,1 - Not at all interested,Several times a day,No,Fairly dissatisfied,pNo
Mna,No,No,No,No,At least once a month,10 - Extremely interested,Have never done this but I am aware of this,At least once a month,No,Yes,Yes,No,No,Yes,1 - Not at all interested,Once or twice a day,No,Fairly satisfied,No
Man,Yes,Yes,No,No,Less often,3,Have never done this but I am aware of this,Several tqimes a day,lNo,Yes,Yes,aYes,oN,No,1 -Not at all interested,Once or twice a day,No,Fairly statisfied,No
Woman,Yes,No,No,No,At least oce a month,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",At least once a week,No,Ys,No,Yes,No,o,j7,At least once a week,No,Fairly satsfied,No
Woman,oN,No,hNo,No,Never,d4,Have never done this - and I wasn't aware that this was possible,Never,No,No,Yes,Yes,Yes,No,5,Several times a day,No,Fairly satisfied,No
Man,Yse,No,oN,oN,At least once a month,1 -Not at all interested,Have never done thisb ut I am aware of this,Less often,No,No,jYes,Yes,Yes,No,1 - Not at all interested,Several times a day,Yes,Fairly saitsfied,Yes
Woman,No,Yes,No,o,At least once a week,7,Have never done this but I am aware of tihs,At least once a month,No,tNo,Yes,No,No,No,i4,Once or ntwice a day,o,Neither satisfied nor dissatisfied,No
Woman,oN,o,No,o,Never,2,Have never done this but I am aware of this,Never,No,Yes,Yes,No,o,rNo,2,Oce or twice a day,No,Very satisfied,No
Man,No,No,No,No,Nevr,,Have done/used this in the past 3 months,Several times a day,No,No,No,Yes,No,No,5,At least once a week,aNo,Fairly satisifed,No
Maqn,No,No,No,No,Nveer,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Less often,No,No,Yes,Yes,No,rNo,1 -N ot at all interested,Several times a day,No,Very satisfied,o
Man,oN,No,No,No,Less often,4,Have never done this but I am aware of this,At least once a month,No,No,Yes,Yes,No,No,p4,At least once a week,No,Fairly satdisfied,No
Mn,Yfes,No,No,No,Never,9,Have never done this but I am aware of this,ever,No,No,No,Yes,o,No,6,Several times a day,No,Very dissatisfied,No
Woman,Yes,No,No,No,Never,2,Have done/used this in the past 3 months,lNever,Njo,No,Yes,No,Yes,No,2,At least once a week,Yes,nDon''t know,No
Woman,No,No,No,No,Nveer,5,Have never done this but I am aware of this,Never,pNo,Yes,Yes,Yes,No,oN,6,Several time sa day,No,Fairly satisfied,No
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Nevre,No,Yes,No,No,Yes,No,***,Several times a day,No,Very satisfied,No
Woman,No,No,No,No,Never,7,Have never done this but I am aware of this,Nlever,No,Yes,No,Yes,No,No,2,Once or twic a day,No,Fairly satisfide,o
Man,No,Yes,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,A tleast once a month,No,Yes,Yes,Yres,No,oN,1 - Not at all interested,Several times a day,No,oDn''t know,oN
Man,No,No,Nio,No,Less often,3,"Have done / used this at some time in the past, but not in the past 3 months",Several times a day,No,eYs,eYs,Yes,No,No,4,Once or twice a day,No,Fairly satisfied,No
Man,Yes,No,No,No,Never,8,Have never done this - and I wasn't aware that this was possible,Never,No,No,No,No,No,No,6,Once or twice a day,No,Fairly satisfied,No
Woman,No,No,o,No,Never,1 - Not at all interested,Havek done/used this in the past 3 months,Several times a day,No,Yes,Yes,Yes,Yes,No,1 - Not at all interested,Several times a day,No,Very satisfied,Nro
Woman,lNo,Yes,No,No,Never,8,Have never done this but I am aware of this,Never,No,No,Yes,Yes,No,No,9,Several times a day,No,Fairly dissatisfied,No
Woman,o,No,No,No,Less often,1 - Not at all interested,Have never done this but I am aware ofthis,Never,No,Yes,No,No,Yes,No,1 - Not at all interested,At least once a week,No,Neither satisfied nor dissatisfied,No
Man,Yes,No,No,No,Less often,8,Have never done this but I am aware of this,Never,No,Yes,Yes,Yes,Yes,No,4,Several times a day,No,Fairly satisfied,Yes
Man,No,o,No,Nto,Nveer,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,jNo,Yes,No,No,oN,No,1 - Not at lal interested,Sevveral times a day,No,Don't know,No
Woman,No,Yes,No,Yes,At least once a week,1 - Not at all interested,Don't know,Once or twice a day,No,No,Yes,Yes,No,No,3,At least once a week,No,Very satisfied,No
Woman,Yes,No,No,No,Nevr,1 - Not at all interested,Have done/used this in the past 3 months,Less often,oN,Yes,Yess,Yres,No,No,4,Several times a day,No,Don''t konw,No
Woman,No,No,No,oN,Less often,3,Have never done this but I am aware of this,Never,oN,No,No,Yes,Yes,o,10 - Extremely interested,Once or twice a day,Nto,Very satisfied,No
aMn,No,No,xNo,No,Never,2,Have done/used this in the past 3 months,Less often,hNo,No,kNo,Yes,o,No,6,At least once a week,Yes,Failry dissatisfied,No
oWman,No,Yes,No,No,At least once a month,w6,"Have done / used this at some time in the past, but not in the past 3 months",At least once a week,Yes,Yels,No,Yes,No,No,8,Several times a day,No,Fairly satisfied,No
Man,No,No,No,No,At least once a week,1 - Not at all interested,Have never one this but I am aware of this,At least once a week,No,Yes,Yes,Yes,o,No,1 - Not at all interested,Once or twice a day,No,Fairly satisfied,No
Man,No,No,No,oN,At least once a month,1 Not at all interested,Have never done this but I am aware of this,Once or twice a day,No,Yes,Ys,Yes,No,No,1- Not at all interested,Once or twice a day,No,Fairly dissatisfied,No
Man,Nbo,No,No,No,At least once a week,8,Have never done this but I am aware of this,At lesat once a week,No,Yes,Yes,Yes,No,Yes,7,Several times a day,No,Fairly satisfied,No
Man,No,No,Neo,No,Never,1 - Not at all interested,Do''t know,Several times a gday,No,No,No,Yes,o,No,1 - Not at all interested,Several times a day,No,Fairly astisfied,Yecs
Man,No,No,No,No,Once or twice a day,10 - Extremelry interested,Have done/used this in the past 3 months,Several times a day,No,Yse,Yes,Yes,Yes,Nuo,9,Several times a day,Yes,Fairly satisfied,No
Man,o,No,No,No,Never,1 - Not at all interested,Don't know,Never,No,o,Yes,Yes,No,No,1 - Not at all interested,Once or twice a day,No,Very satisifed,No
oman,Yes,No,No,No,Less zoften,7,"Have done / used this at some time in the past, but not in the past 3 months",Less often,No,Yes,No,Yes,No,No,7,Several times a day,No,Fairly dissatisfied,No
Man,No,No,No,No,Less often,r5,Have never done this - and I wasn't aware that this was possible,Less often,No,No,Yes,Yes,oN,No,f5,At least once a week,No,Fairjly satisfied,No
Woman,No,No,o,oN,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,o,No,No,Yes,No,No,3,At least once a week,No,Fairly satisfide,No
Wman,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,oN,No,Yes,Yes,No,No,1 - Not at all interested,Several times a day,No,Very atisfied,No
Woman,No,o,No,No,Never,1 - Not at all interested,Have done/used thils in the past 3 months,Less often,Yes,Yes,No,No,No,No,1 - Not at all interested,Once or twice a day,No,Fairly satisfied,No
Woman,No,No,No,No,At least once a month,1 - Not at all interested,Don't know,Never,No,No,Yes,Yes,o,No,***,Once or twice a day,No,Very satisfied,Yes
Woman,No,No,No,No,At least once a week,8,Have done/used this in the past 3 months,At last once a week,No,Yes,Yes,Yes,No,No,8,Once or twice a day,No,Fairly satisfied,No
Waoman,Nto,o,No,No,Less often,2,Have never done this but I am aware of this,Once or twice a day,No,Yes,No,Yes,No,No,1 - Not at all interested,Several times a day,No,Fairly satisfied,es
Woman,No,o,No,No,Less often,3,Have never done this but I am aware of this,Less often,No,es,Yes,Yes,No,No,2,At least once a month,No,Fairly satisfied,No
Woman,No,No,o,No,Never,3,Have never done this - and I wasn't aware that this was possible,Never,No,No,Yes,Yes,o,No,3,Once or twice a day,No,Fairly satisfied,No
Man,No,Yes,No,No,Never,1 - Not at all interested,Have never don ethis - and I wasn''t aware that this was possible,Never,iNo,Yes,No,Yes,No,No,1 - Not at all interested,Once or twice a day,o,Very dissatisfied,No
Womian,No,Yes,No,No,Less often,5,"Have done / used this at some time in the past, but not in the past 3 months",Less often,Yes,Yes,Yes,oN,oN,No,8,Once or twice a day,No,Fairly satisfied,No
Man,No,Yes,No,No,Once or twice a day,7,Have done/used this in the past 3 months,Once or twice a day,Nto,Yes,No,Yes,No,No,8,Once or twice a day,No,Fairly satisfied,Yes
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Several times a day,No,Yes,Yes,Yies,No,No,1 - Not at all interested,At least once a week,No,Neither satisfied nor dissatisfied,bNo
Man,No,No,No,No,At least once a monht,6,Have never done this - and I wasn't aware that this was possible,At least once a week,No,Yes,No,Yes,Yes,o,6,Several times a day,No,Fairly satisfied,Yeus
Wmoan,No,No,No,No,Less often,1 - Not at all interested,Have done/used this in the past 3 months,Several times a day,No,Yes,Yes,Ys,o,No,3,Once or twice a day,No,Fairly satisfied,No
Man,Yes,No,No,No,Never,1 - Not at all interested,Have done/used this in the past 3 months,Never,No,No,No,Yres,No,No,1 - Not at all intderested,Once or twice a day,No,Don't know,No
Man,Yes,Yes,o,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Nevebr,No,Yes,Yes,Yes,No,No,6,eSveral times a day,No,Fairly satisied,No
Mahn,Yes,No,No,No,Less often,2,"Have done / used this at some time in the past, but no in the past 3 months",Less often,oN,Yes,Yes,Yexs,No,No,7,Several times a day,No,Don't know,No
Woman,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,Yes,qYes,Yes,oN,No,1 - Not at all interested,Several times a day,No,Neither satisfied nor dissatisfied,No
Woman,o,No,No,oN,Never,,Have never done this - and I wasn't aware that this was possible,Never,No,No,Yes,Yes,No,No,10 - Extremely interested,Several times a day,No,Very satisfied,No
Mabn,No,No,No,No,Less often,7,Have never done this but I am aware of this,Less often,No,Ys,Yes,Yes,No,qNo,7,Several times a day,No,Fairly satisfied,pNo
Woan,Yes,No,No,oN,Less foten,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Several times a day,No,No,eYs,Yes,No,Nio,1 - Not at all interested,Several times a day,No,Very satisfied,Nno
Woman,Yes,No,No,No,Less often,7,"Have done / used this at some time in the past, but not in the past 3 months",At least once a month,Yes,Yes,Yes,Nwo,No,No,10 - Extremekly interested,Several times a day,No,Fairly satisfied,No
Man,No,Yes,No,No,Onc or twice a day,8,Have never done this but I am aware of this,Once or twice da day,o,No,Yes,Yes,No,No,10 - Extremely interested,Several times a day,No,Very satisfied,No
Woman,No,No,No,oN,Never,8,Have never done this - and I wasn't aware that this was possible,Several times a day,No,No,wNo,Yes,No,No,4,Once or twice a day,Yes,Fairly dissatisfied,No
Man,Yse,No,No,No,At least obnce a week,10 - Extremely interested,Have never done this - and I wasn't aware that this was possible,Less often,No,Yes,Yes,Yes,No,No,9,Once or twice a day,No,Fairly satisfied,No
Man,No,No,o,Nso,Less often,3,Have done/used this in the past 3 months,jSeveral times a day,Yess,Yes,No,Yes,Yes,o,9,Several times a day,No,Fairly satisfied,No
Woman,No,No,No,No,Never,***,Have never done this but I am aware of this,Never,No,Yes,Yeps,Yes,Yes,No,1 - Not at all interested,Seversal times a day,No,Neither satisfied nor dissatisfied,No
Woman,No,No,No,No,Never,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",Never,oN,Yes,Yes,Yes,No,No,***,At least once a week,No,Don't know,o
Woman,Yes,No,No,No,Less often,5,Have done/used this in the past 3 months,Once or twice a day,Yes,Yes,Yes,Yes,No,No,2,Several times a day,No,Very satisfied,No
Woman,Yes,No,No,No,At least once a month,1 - Not at all interested,Have never done this but I am ware of this,Never,No,No,Yes,Yes,Nuo,oN,4,Several times a day,No,Fairly satisfied,No
Woman,No,No,No,oN,Neer,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",Several itmes a day,No,No,No,Yes,xNo,No,1 - Not at all interested,Once or twice a day,No,Very satisfid,No
Wotman,Yes,No,No,No,Never,5,Have never done this but I am aware of this,eLss often,No,Yes,No,Yse,No,No,5,Several times a day,No,Very satisfied,No
Mna,Yes,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,Nmo,o,No,Yes,Yes,No,1 - Not at all interested,Several times a day,No,Fairly satisfied,No
Woman,Yes,No,xNo,No,Never,3,Have never done this - and I wasn't aware that this was possible,Never,No,No,Yse,Yes,Yes,No,o8,Several times a day,No,Fairly satisfied,No
Woman,Yse,Yes,No,No,At least once a week,3,Have never done this but I am aware of this,At least once a week,No,Yes,No,Yes,Yes,No,5,Once or twice a day,Ykes,Faigrly satisfied,Nso
Man,Yes,No,No,No,Never,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",Never,No,No,Yes,Yes,No,oN,1 - Not at all interested,Once or twice a day,No,Very satisfied,No
Woman,No,No,No,No,Never,1 - Not at all interested,Have done/usedt his in the past 3 months,Less often,oN,No,Yes,No,oN,oN,10 - Extremely interested,Several times a day,No,Fairly satisfied,No
Woman,No,No,No,No,Less often,2,Have never done this - and I wasn't aware that this was possible,At least once a week,No,Yes,No,No,No,No,2,Several tmies a day,No,Neither satisfied nor dissatisfied,Nto
Mna,No,No,oNo,oN,Never,,mDon''t know,Nevre,No,No,No,Yes,Yes,No,,Once or twice a day,No,Neither satisfied nor dissatisfied,No
Woman,No,Yes,No,No,Once or twice a day,10 - Extremel yinterested,"Have done / used this at some time in the past, but not in the past 3 months",Less often,No,Ys,Yes,Yes,No,No,8,Once or twice a day,bNo,Very satisfied,No
Man,No,No,oN,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,No,Yes,Yes,Yes,No,,Several times a day,No,Neither satisfied nor dissatisfied,o
Woman,Yes,Yes,oN,Noo,Less often,10 - Extremely interested,Have never done this but I am aware of this,Several times a day,No,Yes,Yes,tNo,No,No,10 - Extremely interested,Several times a day,No,Fairly dissatisfied,No
Woman,rNo,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,Yes,Yes,Yes,No,No,1 - Not at all interested,Once or twice a day,No,Don't know,xNo
Man,Yes,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,Yes,Yes,Yes,No,No,1 - Not at all niterested,Several times a day,No,Fairly satisfied,No
Woman,Yes,No,No,No,Less often,1 - Not at all interested,Have never done this but I am aware of this,Never,No,Yes,gYes,oN,eYs,No,10 - Extremely interested,Several times a deay,No,Neither satisfied nor dissatisfied,No
Woman,Yqes,Yes,No,No,Several tiems a day,6,Have done/used this n the past 3 months,Several times day,No,No,Yes,Nmo,No,No,5,Several times a day,o,Fairly satisfied,No
Man,No,No,No,No,At least once a month,1 - Not at all interested,Have never done this but I am aware of this,Once or twice a dy,o,Yes,Yes,No,No,No,1 - Not at all interested,Several times a day,No,Don't know,No
Man,No,No,No,No,Less often,1 - Nto at all interested,ave never done this but I am aware of this,Less often,No,No,Yes,No,eYs,No,5,Several times a day,No,Don't know,Neo
